stars,title,body,date,version
1,"","external funds are not update it says we will be back soon with update but ,no any update on this",2026-03-25,18.5.0
4,"","good",2026-03-25,18.6.0
5,"","good",2026-03-25,18.5.0
5,"","good user friendly",2026-03-25,18.5.0
4,"","why external mutual funds tracking is paused Groww???",2026-03-25,18.5.0
5,"","nice 👍👍👍🙂🙂🙂",2026-03-25,18.4.3
5,"","good",2026-03-25,18.4.3
5,"","नमस्कार 🙏 ऑप खूप छान आहे पण Borkar चार्जर्स खूप आहे जर परत आवडले तर बघु🙏",2026-03-25,18.5.0
5,"","nice app best app stock market❤👍",2026-03-25,Unknown
1,"","frod aap multipal charges cut all stocker",2026-03-25,18.5.0
1,"","Pathetic gateway, pathetic service centre don't use this application for the reflexive trading...it's too slow and false",2026-03-25,18.5.0
5,"","good 👍",2026-03-25,18.5.0
5,"","this is a nice app better for trading and investment and best app for beginners.",2026-03-25,Unknown
5,"","wow",2026-03-25,Unknown
5,"","easy to use",2026-03-25,18.5.0
5,"","very good experience",2026-03-25,18.5.0
4,"","👍👍",2026-03-25,18.5.0
3,"","good 👍",2026-03-25,18.5.0
5,"","great easy to use",2026-03-25,18.5.0
5,"","Amazing Application for Trade",2026-03-25,18.5.0
4,"","good",2026-03-25,18.4.1
3,"","not experiencing good after 3 months",2026-03-25,18.5.0
5,"","useful for easy operation. thanks to the app developers.",2026-03-25,18.5.0
5,"","good",2026-03-25,18.5.0
5,"","chala babundi Chala bagundi nalandi walki nayam",2026-03-25,18.5.0
5,"","good 👍",2026-03-25,18.5.0
5,"","very good future and user friendly app",2026-03-25,18.5.0
1,"","they have made Groww useless app !! there is no other way to sell your stocks in GTT order other than DDPI which I don't want to use. they are making user pay for that too !!",2026-03-25,18.5.0
1,"","bahut kharab app hai",2026-03-25,18.5.0
5,"","ok",2026-03-25,18.5.0
4,"","ok good",2026-03-25,17.90
1,"","with the latest update the refresh external funds option is not working. i hope the technical team will look into this",2026-03-25,18.5.0
5,"","ok",2026-03-25,18.4.3
1,"","every two days all your chart settings automatically gone and then uninstall the app and download again what is going to your app .",2026-03-25,18.5.0
5,"","better",2026-03-25,18.5.0
5,"","nice",2026-03-25,18.5.0
5,"","best for trading and mutual fund",2026-03-25,18.5.0
5,"","i am happy",2026-03-25,18.4.3
5,"","good",2026-03-25,18.5.0
5,"","best app",2026-03-25,Unknown
5,"","very good AAP",2026-03-25,18.5.0
3,"","the app has so many glitches specially during volatile market hours. the app closes and doesn't responds, and it affects trading.",2026-03-25,18.5.0
5,"","it's very easy to use",2026-03-25,18.5.0
5,"","better!",2026-03-25,18.5.0
5,"","isme external mutual fund refresh karne ka option pehle work karta tha jo bahut accha tha. ab ye option kaam nahi karta hai kiraya ise pehle jesa karde.",2026-03-25,18.5.0
5,"","supar",2026-03-25,18.5.0
3,"","Bad update, why is the option price page showing futures above the option market depth, difficult to track the chart and market depth at the same time for option players. Also market depth prices keeps freezing for long.",2026-03-25,17.96.5
5,"","very nice",2026-03-25,18.5.0
4,"","good",2026-03-25,18.5.0
5,"","Just great",2026-03-25,Unknown
1,"","Redeem krne k bad pese kat rha h... worst service",2026-03-25,18.5.0
5,"","this is excellent 👍",2026-03-25,18.5.0
1,"","worst app, very high brokerage, and also very worst in order execution , I cancel my order before execution but still that order is executed, worst highly not recommended",2026-03-25,18.5.0
5,"","good 😊",2026-03-25,18.5.0
5,"","groww have you removed that Stock Sector Section. if you have removed please add that features. because it is very helpful to check Sector wise stock. it is not showing in my groww account. it was below that Volume Shockers.",2026-03-25,18.5.0
5,"","ver good",2026-03-25,18.5.0
5,"","user friendly...but need a physical office in chennai",2026-03-25,18.5.0
5,"","good",2026-03-25,18.4.3
5,"","very good 👍👍",2026-03-25,18.4.3
5,"","good 👍",2026-03-25,18.2.1
5,"","good experienc with groww very simple application easy to investment &sell or buy prosess",2026-03-25,18.5.0
5,"","trusted markating app",2026-03-25,17.96.7
5,"","very nice",2026-03-25,18.5.0
5,"","best",2026-03-25,18.6.1
4,"","Good",2026-03-25,Unknown
5,"","Best",2026-03-25,18.5.0
5,"","good 👍 satisfied aaps",2026-03-25,18.5.0
5,"","Convenient app for all",2026-03-25,18.5.0
5,"","ok",2026-03-25,18.5.0
1,"","very very poor service",2026-03-25,18.5.0
5,"","very helpful ☺️",2026-03-25,18.5.0
5,"","Good",2026-03-25,18.5.0
1,"","refresh hota nhi h ab.. do mahine se kuch bhi sahi nhi ho raha.. koi service thil nhi hai",2026-03-25,18.5.0
5,"","good",2026-03-25,18.4.3
5,"","ok",2026-03-25,18.5.0
2,"","it's okay",2026-03-25,18.4.1
5,"","Good App for Investing...",2026-03-25,18.5.0
5,"","good",2026-03-25,18.5.0
5,"","good",2026-03-25,18.5.0
5,"","fine",2026-03-25,18.5.0
2,"","No option to Large or XL Fount",2026-03-24,18.5.0
1,"","so bad 👎",2026-03-24,18.5.0
1,"","takes too much time to redeem the amount, and even though we redeemed before the market still effects even after exit in between their processing phase, I am gonna exit this app",2026-03-24,18.5.0
1,"","not recommended",2026-03-24,18.4.3
5,"","Very good aaps",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
1,"","why external funds not updated to groww app",2026-03-24,Unknown
5,"","good 😊👍",2026-03-24,18.5.0
5,"","Good",2026-03-24,18.4.3
5,"","Good app",2026-03-24,18.5.0
5,"","good but support system not good",2026-03-24,18.6.0
5,"","expensive",2026-03-24,Unknown
5,"","good",2026-03-24,18.5.0
5,"","good 👍",2026-03-24,18.5.0
5,"","The overall App is really smooth and good with little to no glitches. i recently also came across a feature in 8nd money app where we can track epf ppf amd other type of funds. would be glad if groww can also work and replicate the same.",2026-03-24,18.5.0
5,"","best investment app",2026-03-24,18.6.1
1,"","verey chief app",2026-03-24,18.4.3
5,"","good,..,.......,...,...........",2026-03-24,18.5.0
4,"","external funds are not able to be extracted in mutual funds.",2026-03-24,18.5.0
5,"","very nice apps",2026-03-24,18.5.0
5,"","nice",2026-03-24,18.5.0
5,"","Good",2026-03-24,18.3.1
1,"","very bad , taking more brokerage and external charges and tax",2026-03-24,18.5.0
5,"","good performance tis aap",2026-03-24,18.4.3
5,"","best app investment",2026-03-24,18.5.0
4,"","good",2026-03-24,18.5.0
5,"","very nice 👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",2026-03-24,18.4.3
5,"","your app is good with safe exit option in segment index future and options. kindly make it available for comodities also.",2026-03-24,18.5.0
5,"","epic... please add features to trade in foreign stock exchange",2026-03-24,18.5.0
5,"","mast",2026-03-24,18.5.0
5,"","Excellent app. Kindly give Bull bear power indicator, break down screener (S1,2,3,4,5) similar to breakout screener. Also long shot tool in groww's own chart.",2026-03-24,18.5.0
5,"","like your app",2026-03-24,18.4.3
4,"","good experience",2026-03-24,18.4.3
3,"","Brokerage charges not affordable",2026-03-24,18.5.0
5,"","very good easy to use",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
3,"","my invested value is not matching but rest all are very good...",2026-03-24,18.5.0
5,"","so Beautiful app",2026-03-24,18.5.0
5,"","Nice",2026-03-24,18.5.0
5,"","Easy understand for investment.",2026-03-24,18.4.3
3,"","good",2026-03-24,18.5.0
1,"","not good because chart not available in proper 1h 2h 4h",2026-03-24,18.5.0
5,"","bahut achcha hai",2026-03-24,18.3.1
2,"","Team, I am not able to fetch the latest details on my mutual funds on groww, I really find it easier to Access the UI and not wanting to switch to a different app for my mutual fund transactions. It says external funds tracking is paused by mfcentral, but on other apps it's working, Please let me know if this can be fixed, expecting a response before I plan to switch to another application.",2026-03-24,18.5.0
1,"","guys don't use groww because of them my money is still stuck. customer support is worst no one has good knowledge, instead of this go for other app",2026-03-24,18.5.0
5,"","nice",2026-03-24,18.4.3
5,"","super good",2026-03-24,18.5.0
5,"","good",2026-03-24,18.4.3
1,"","😘",2026-03-24,Unknown
1,"","I am very upset with customer support whose delay has resulted in financial loss to me. My Groww app hanged from 2.30pm onwards today while I was trying to redeem mutual funds. I tried relogging but it didn't help. I immediately called customer care but after 5-6 minutes the executive just stopped talking to me and transferred my call to IVR. I opened Customer Support chat at 2.46 pm but they could resolve my issue by 3.10pm by then I lost opportunity to get today's NAV for no fault of mine.",2026-03-24,18.5.0
5,"","after installed, still I didn't make a profit 🤭... but it's good to learn & setup are too easy understand. hope in future I will earn😁.",2026-03-24,18.5.0
5,"","nice",2026-03-24,18.5.0
5,"","I love this app",2026-03-24,Unknown
1,"","Charges are too high .. Jitna profit nhi hota , usse jyada ye log tax kaat lete hai",2026-03-24,18.5.0
5,"","very nice and beautiful",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
1,"","I cannot see the 'Track External funds Anymore' option . It's really inconvenient . Don't know why they removed the feature",2026-03-24,16.64
5,"","good 👍",2026-03-24,18.5.0
5,"","Very user friendly platform",2026-03-24,18.5.0
1,"","unable to verify my tpin..it says something went wrong. also brokerage/charges are too high as compared to other competitive brokers",2026-03-24,Unknown
5,"","I am not able to login , unfortunately there's some issues while using my email. pls resolve this. I have been your user since you are in the market.",2026-03-24,18.5.0
3,"","The app is crashing today sir . Despite logging through mobile verification, it is automatically getting logged out even after catching otp",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
5,"","wow",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
5,"","good 👍",2026-03-24,18.5.0
3,"","hi team grow is not login issue coming",2026-03-24,18.5.0
2,"","No current ipo option showing..... The time of ipo apply was till 4.50 but at 4.00 pm its not showing.......",2026-03-24,18.5.0
1,"","something not working. very bad experience",2026-03-24,18.5.0
5,"","good",2026-03-24,18.4.3
5,"","Good aap",2026-03-24,18.3.1
5,"","nice",2026-03-24,18.5.0
5,"","real earnings",2026-03-24,Unknown
4,"","good 👍😊",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
1,"","😡worst app😡... my personal suggestion never use this app. Customer support is zero😡. after long time they pick up call and then no voice clearity. just like fish market you cannot hear them clearly. There was no solution from Groww. They are just saying contact with RTA. don't use this app otherwise you will lost your money. just like me. i lost 3.05 lakh😭",2026-03-24,Unknown
1,"","The biggest issue is frequent technical glitches. During market hours, the app often lags, crashes, or simply doesn’t let you log in or place orders. There have been cases where users couldn’t execute trades or even see their balance during crucial moments, leading to losses",2026-03-24,18.5.0
5,"","nice👍",2026-03-24,18.5.0
5,"","best app",2026-03-24,18.4.3
5,"","good",2026-03-24,18.4.3
5,"","good",2026-03-24,18.5.0
4,"","very good",2026-03-24,18.5.0
5,"","nice",2026-03-24,18.4.3
4,"","👍",2026-03-24,18.5.0
5,"","grow is the best",2026-03-24,18.1.1
1,"","sabse bekar hai ye app",2026-03-24,18.4.3
1,"","waste app looting too much ,,,",2026-03-24,18.4.3
5,"","Goodluck",2026-03-24,18.5.0
4,"","good 👍",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
1,"","so simple undastand",2026-03-24,18.5.0
5,"","Very good, Grow App operation is very good in every aspects like fund transfer, withdrawing fund to bank on time, all shares quantity report 100% correct. All issues( if any ) are resolved within time. All things are appreciated.",2026-03-24,18.5.0
5,"","very good experience 👍",2026-03-24,18.5.0
5,"","easy software",2026-03-24,18.5.0
4,"","good app for market sharbazar",2026-03-24,18.4.3
5,"","Groww has rapidly become one of India’s most popular investment platforms, primarily because it strips away the complexity usually associated with the stock market.",2026-03-24,18.5.0
3,"","Hello Team Grow I am giving three stars to this application because it does not have auto trailing stop loss and I want you to add this feature please 🙏🏻 and every grow users want this feature",2026-03-24,Unknown
5,"","good",2026-03-24,18.2.1
5,"","best",2026-03-24,18.5.0
5,"","good 😊",2026-03-24,18.5.0
1,"","no 1 app",2026-03-24,18.4.3
5,"","nice aap",2026-03-24,18.5.0
5,"","excellent",2026-03-24,18.5.0
5,"","very nice experience",2026-03-24,18.5.0
5,"","Good",2026-03-24,18.5.0
4,"","beginner friendly 🙂💯",2026-03-24,18.4.3
5,"","good",2026-03-24,18.5.0
5,"","acha he",2026-03-24,18.5.0
5,"","good app",2026-03-24,18.5.0
5,"","great aap",2026-03-24,18.5.0
5,"","good 👍",2026-03-24,18.5.0
1,"","slow for FnO",2026-03-24,Unknown
5,"","very good 👍",2026-03-24,18.4.3
1,"","worst the Payment reflection is not happening even after deposit 20 minutes ago",2026-03-24,17.72
5,"","jaburdust",2026-03-24,18.5.0
5,"","v good",2026-03-24,18.5.0
5,"","nice",2026-03-24,18.5.0
1,"","Brokerage charges is too much high, in stocks delivery,For e.g,You can buy only 1 Share Rs170 then you can give 175 for 1 share in delivery Rs 5 brokerage charges from groww charges, again you can sell this 1 share then you can pay again charges Rs15 for this 1 share,buy 1 Share and you can pay brokerage charges two times, pay all charges for 1 share at the end of time the money in your hand for 1 share is Rs 150.I have request to all of you please change the Groww aap,and look for zerobrokerage",2026-03-24,18.5.0
5,"","good morning and groww is India is the best",2026-03-24,18.5.0
1,"","fraud application. always on loss and after redeeming 5 SIP.i only get 4 SIP and they don't pay 1 SIP amount of 9,500.",2026-03-24,18.5.0
5,"","good app Z",2026-03-24,18.5.0
4,"","good",2026-03-24,17.37
5,"","good",2026-03-24,18.5.0
5,"","ok",2026-03-24,Unknown
5,"","good",2026-03-24,18.4.3
5,"","good",2026-03-24,18.5.0
5,"","Grow is very helpful",2026-03-24,18.5.0
5,"","very easy very simple",2026-03-24,18.5.0
5,"","good",2026-03-24,18.4.3
5,"","excellent 👌",2026-03-24,18.5.0
5,"","good",2026-03-24,18.5.0
4,"","love ❤️",2026-03-24,18.5.0
5,"","excellent fast working",2026-03-24,18.4.3
4,"","good 👍",2026-03-24,Unknown
3,"","good",2026-03-24,18.5.0
2,"","not updating external funds in MF category since one month and showing wrong fund position.",2026-03-24,18.5.0
5,"","world best trading app hai",2026-03-24,18.5.0
5,"","very good",2026-03-24,Unknown
4,"","charges is too much",2026-03-24,18.5.0
4,"","good 👍",2026-03-24,18.4.3
5,"","but mera bahot loss ho gya h",2026-03-24,18.1.1
5,"","good",2026-03-23,18.5.0
5,"","good",2026-03-23,18.5.0
5,"","good",2026-03-23,18.5.0
5,"","best application",2026-03-23,Unknown
5,"","good s",2026-03-23,18.5.0
4,"","good for beginners",2026-03-23,18.5.0
5,"","Excellent and very Easy operational Trading Brokerage Platform",2026-03-23,18.5.0
5,"","excellent",2026-03-23,18.5.0
5,"","🙂",2026-03-23,18.5.0
1,"","investment ke liye very bad grow app mutual fund se nuksan karke Paisa nikhala h very bad experience 5 saal ki mehnat kharab kardi meri grow app ne kisi or ke investment karta to nuksan nhi hota mera",2026-03-23,18.5.0
5,"","Okay",2026-03-23,18.4.3
5,"","clearly and neatly represented the investment options and opportunity",2026-03-23,18.2.1
5,"","nice broker",2026-03-23,Unknown
5,"","excellent",2026-03-23,18.5.0
5,"","good",2026-03-23,Unknown
5,"","superb",2026-03-23,18.4.3
4,"","20 days time for external funds are not refresh",2026-03-23,18.5.0
4,"","ok",2026-03-23,18.5.0
5,"","Easy to use with a very efficient and communicable UI design.",2026-03-23,18.4.3
